"sex","weight"
"male",7.63006818340666
"male",7.4552071316647
"male",7.36688634619288
"male",7.45071246852037
"male",7.29599334902979
"male",7.10672388470878
"male",7.51031050456177
"male",7.70928365931501
"male",7.77872065785399
"male",7.47715435398736
"male",7.61153818845899
"male",8.20821916072413
"male",7.26773071701547
"male",7.13988624379282
"male",6.73700371438563
"male",6.78215701478984
"male",8.02202673951087
"male",8.02590215087666
"male",8.1885217490476
"male",7.13140956181507
"male",7.79550061336441
"male",7.6864200651079
"male",6.74044423860766
"male",7.86638472445806
"male",8.30270124238337
"male",8.00672390186069
"male",7.24001165966036
"male",7.59143831164792
"male",7.55493499270478
"male",7.90698382037352
"male",7.7725137309828
"male",8.11473589986714
"male",8.08900305759143
"male",7.85234220564351
"male",7.15899866119382
"male",8.01965210900376
"male",7.30076321967613
"male",6.89262993686698
"male",7.7845458635724
"male",6.99134167758511
"male",7.4801193218125
"male",6.7308996597229
"male",7.52562865828657
"male",7.26786458347706
"male",8.13392343276062
"male",7.5393228717212
"male",7.40712120546776
"male",7.32110332895253
"male",8.0747070541585
"male",7.09902676407549
"male",7.49368951720486
"male",7.01481758394953
"male",7.95157548625393
"male",8.04460909817778
"male",6.93276511410568
"male",8.00734855953703
"male",8.55793802526044
"male",8.44319719927166
"male",7.25666800390063
"male",7.44771042411458
"male",7.32124968763139
"male",7.1480956138521
"male",7.60180699436064
"male",7.48559575551847
"male",7.98447258769083
"male",6.51557680960547
"male",7.68115632835783
"male",7.77809727148686
"male",6.73724228949256
"male",7.1302557336152
"male",7.55951653063522
"male",7.26550712915554
"male",7.07477239736036
"male",7.54244848490123
"male",7.77948608437308
"male",6.67512812940013
"male",7.17111845002152
"male",7.66319705300644
"male",6.90856214877462
"male",7.44037898397066
"male",8.22946251022358
"male",7.82705880066515
"male",7.75788938773961
"male",8.37468117025839
"male",7.82083268197962
"male",6.92108250068275
"male",8.02667585295556
"male",8.45552967608807
"male",8.01820975686725
"male",7.53464080950441
"male",7.46261970871621
"male",7.01813551082336
"male",7.37904040516463
"male",8.53145534567652
"male",7.6022207968664
"male",7.99034870130265
"male",7.25842163786835
"male",7.50914026997062
"male",7.54378390797728
"male",7.92427598108737
"female",6.5065379391521
"female",6.0087882579316
"female",6.2695669378227
"female",6.84624789601858
"female",5.92805254274627
"female",5.09435658113823
"female",6.16825035131488
"female",5.93084449228513
"female",6.50331206980711
"female",6.33141928726722
"female",5.8655951329988
"female",5.72288261897529
"female",6.51897731736685
"female",5.60530492849975
"female",6.51237421262463
"female",5.93210849896794
"female",5.34030365108741
"female",6.15486633055149
"female",6.65262036723493
"female",5.33525838102467
"female",5.90813591815999
"female",5.40664054632096
"female",5.83348342032707
"female",6.82049160315976
"female",5.49399565550123
"female",5.18700347322963
"female",6.84324317277738
"female",6.16425305573857
"female",5.66151629846005
"female",5.13945834071305
"female",6.71878852838232
"female",6.84103281288889
"female",6.26720309128568
"female",5.75643936575768
"female",6.04740701226884
"female",6.05423370035214
"female",5.33406343159393
"female",5.8732530271908
"female",4.68008364118387
"female",6.36862160335587
"female",6.08821344040898
"female",6.00781174386694
"female",5.22270822320826
"female",5.91801684631827
"female",5.52636337740675
"female",6.30311012141785
"female",6.0528627028584
"female",5.8304721817048
"female",6.45693244057985
"female",6.96729182144546
"female",6.00268933533892
"female",6.86057971240906
"female",6.24303189221187
"female",6.01815335001785
"female",4.8970670306525
"female",5.71764156970303
"female",6.42797845633254
"female",6.11046910985037
"female",5.58033206623458
"female",5.18382814706264
"female",4.42542485890442
"female",5.25607432620607
"female",6.19860420716366
"female",6.10702924021788
"female",6.02361801801825
"female",5.01102586558961
"female",5.98470928297876
"female",5.86720081005775
"female",6.39523643339969
"female",5.92752190611976
"female",6.32403958230822
"female",5.44264147881453
"female",5.16509183153596
"female",6.34254520877713
"female",5.64441640992453
"female",5.57156723282479
"female",6.78530839175857
"female",6.82176261668087
"female",5.60334936245242
"female",6.81042470561712
"female",6.6890677869149
"female",6.25529126115463
"female",6.27627391837636
"female",4.95781253351618
"female",6.23112296206688
"female",6.75827888929965
"female",6.59128681728783
"female",5.28814794810218
"female",5.50679097879124
"female",5.84519100135225
"female",6.51484344237931
"female",4.95383393669306
"female",4.92823778573112
"female",4.88018404905342
"female",5.31948688003162
"female",5.57222463433484
"female",6.51130090593514
"female",5.43293061033902
"female",6.44992230894994
"female",6.46008335825356
"female",6.99838538581665
"female",6.41066558688122
"female",6.99714784874564
"female",5.90988967269928
"female",6.16306937775695
"female",6.02796721063277
"female",6.47453071478823
"female",6.1365997274941
"female",6.10479381094601
"female",5.89242932716995
"female",5.93125675129582
"female",5.82273181365012
"female",6.91781561659137
"female",5.717446810095
"female",6.41029111581813
"female",5.26271347689606
"female",6.32545328977969
"female",5.22272313282615
"female",5.78256805440373
"female",4.78362330987404
"female",5.18435807394579
"female",6.00275988117478
"female",5.01711173098753
"female",6.13117961727503
"female",6.22041819683591
"female",4.84444796039316
"female",6.00853938496631
"female",6.52589794029857
"female",5.6648781911304
"female",5.95788989511911
"female",5.10795748099319
"female",6.21663935007765
"female",5.30756582308385
"female",6.40562166790812
"female",5.78499151958381
"female",5.94717298203428
"female",6.05158108769437
"female",6.18657464355765
"female",5.58775639521004
"female",5.69985817548145
"female",6.23124592812156
"female",6.34101272328033
"female",6.02901313492504
"female",6.33320184729619
"female",5.98251965624098
"female",5.49491004217884
"female",5.85350508112521
"female",5.45676160562423
"female",6.52895724166909
"female",5.25897982754841
"female",5.71775558785602
"female",6.75052684349506
"female",6.29929688414006
"female",6.12429102168203
"female",5.67375032897033
"female",5.53983318971672
"female",6.29481982713621
"female",5.4538426696517
"female",5.90933446365773
"female",5.70788037366736
"female",6.13023657596794
"female",6.07483297500561
"female",5.63465231218813
"female",6.9362947194371
"female",6.50337808032353
"female",5.50406773534588
"female",5.98901138911523
"female",5.76045660821646
"female",6.97408685727711
"female",6.22485158164064
"female",6.51036922317296
"female",6.56287415393331
"female",5.88850101622506
"female",5.73387211358721
"female",5.61150617758966
"female",6.44506639075895
"female",5.88432052708581
"female",5.68346748392932
"female",5.70604351618818
"female",6.16008290946842
"female",5.94649081441078
"female",6.85507177359598
"female",7.12066435554812
"female",6.46145888260279
"female",7.19899997531006
"female",5.69277980649573
"female",5.56578269370405
"female",6.02010198898334
"female",5.8631703399949
"female",5.98860126966873
"female",5.99874237262557
"female",5.6528768112434
"female",5.1001547692922
"female",5.32736650667269
"female",5.62907136021091
"female",5.51291248512356
"female",5.77909879924806
"female",5.90854338781744
"female",5.98971745558606
"female",6.29976918270854
"female",6.95108754123366
"female",6.37273690463515
"female",5.49252106305572
"female",6.53889943595203
"female",6.53729576225782
"female",6.60358347096067
"female",5.79626075965546
"female",6.00475084318569
"female",5.93129725788111
"female",6.28575158425627
"female",6.13476154082328
"female",5.41925415884547
"female",6.52844092914932
"female",6.50060450687263
"female",6.52781483785914
"female",5.34396409419949
"female",5.93874103617603
"female",6.51536994543771
"female",4.99728895222871
"female",5.64795146757601
"female",6.51553950088284
"female",6.30559954373005
"female",6.07094599821739
"female",5.86085128088025
"female",6.06330851983311
"female",5.62387345231431
"female",5.66126512979653
"female",5.65894756780624
"female",6.52253544573771
"female",7.24721034884483
"female",5.75641933716994
"female",6.59414579380021
"female",6.32471814548289
"female",5.80113438096167
"female",6.03186136973292
"female",6.17664201191655
"female",6.50020507498069
"female",5.52061892712434
"female",5.72333451182408
"female",5.74342315426219
"female",6.1649073077135
"female",6.08988637192726
"female",6.27814666607047
"female",6.29728691225109
"female",5.34078909344513
"female",5.93896002743866
"female",5.94175509695558
"female",5.55593589970762
"female",5.66477792999792
"female",5.41334640499438
